Tweet ,Date/Time,UserID
Brussels Residents Use Hashtag #ikwilhelpen to Offer Help to Those Stranded by Bombing viaäó_ https://t.co/dpu8OZETvt https://t.co/hbJvDJGrzZ,3/22/16 16:59,gambacorta_m
Images and INFORMATION on #Brussels #ikwilhelpen #jeveuxaider https://t.co/qVlFYvvyiQ https://t.co/KBI7ohbbiP,3/22/16 16:59,avi_ren
#Ikwilhelpen: How Belgians Are Using Twitter To Help After The Attacks https://t.co/zKHD3ugvdt https://t.co/JnSsb5bPFz,3/22/16 16:58,JamalAndress
People in Belgium Are Using #IkWilHelpen to Offer Aid in the Wake of the Brussels Attacks by @msolis14 https://t.co/HcRonC3xXp via @MicNews,3/22/16 16:58,melioh24
News from TIME: Brussels Residents Use Hashtag #ikwilhelpen to Offer Help to Those Stranded by Bombing https://t.co/ZUS3HvmmZF,3/22/16 16:58,cervellohive
Free and safe room + shower available near #brusselsairport in Steenokkerzeel. #OpenHouse #Brussels #Ikwilhelpen Contact me via twitter.,3/22/16 16:58,jlissens
Brussels Residents Use Hashtag #ikwilhelpen to Offer Help to Those Stranded by Bombing Via #Tashify.com from TIME,3/22/16 16:58,tabishch
I can come and pick-up people stranded in Zaventem to stay at our place 10km north of Brussels (kids are welcome). #ikwilhelpen,3/22/16 16:58,XandraOfficial
Brussels Residents Use Hashtag #ikwilhelpen to Offer Help to Those Stranded by Bombing https://t.co/FJZ7phvDqf @TIME,3/22/16 16:57,ashutoshjha54
Brussels Residents Use Hashtag #ikwilhelpen to Offer Help to Those Stranded by Bombing viaäó_ https://t.co/ztNATEikjM https://t.co/kAXdVRKMFs,3/22/16 16:57,rgomezborbon
Brussels Residents Use Hashtag #ikwilhelpen to Offer Help to Those Stranded by Bombing viaäó_ https://t.co/QSLeRGDf2l https://t.co/pguDhEzKWb,3/22/16 16:57,ThrifteSquirrel
Brussels Residents Use Hashtag #ikwilhelpen to Offer Help to Those Stranded by Bombing viaäó_ https://t.co/ZqHplE6tms https://t.co/z8ysnuXGTK,3/22/16 16:57,thesignumtimes
#ikwilhelpen #PorteOuverte #OpenHouse If you need a warm bed and meal close to the Japanese Tower(Laeken)my door is open! #BruxellesMaBelle,3/22/16 16:57,Sara_T_Oliveira
Brussels Residents Use Hashtag #ikwilhelpen to Offer Help to Those Stranded by Bombing viaäó_ https://t.co/nUoptzit0B https://t.co/AGOfOLHAqh,3/22/16 16:57,longvdit
Belgians are opening their doors to people affected by the terror attacks with #IkWilHelpen https://t.co/zfxCTY1gmM,3/22/16 16:57,parissawax
@pisblom check even #ikwilhelpen !,3/22/16 16:56,rrradiogirrrl
If your bxl-flight ran aground @AntwerpAirport you can sleep over or have a meal #ikwilhelpen #antwerp ,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
I can come and pick-up people stranded in zaventem to stay at our place 10km north of Brussels (kids are welcome). #ikwilhelpen,3/22/16 16:56,peterbvanhees
If you end up in Antwerp this evening due to the Brussels attacks we have a bed #ikwilhelpen,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
Sleeping space for 3-4 people available near Meiser if need be #ikwilhelpen,3/22/16 16:55,PieterCoppens
@LiseTraland @koepee @mrgrej check PM for ETA. #ikwilhelpen,3/22/16 16:52,fesjes
Brussels Residents Use Hashtag #ikwilhelpen to Offer Help to Those Stranded by Bombing https://t.co/8ov90jQaEa @TIME,3/22/16 16:51,brohmbot
We can accommodate 2 - 3 and are working on being able to accommodate more. #PorteOuverte #OpenHouse #ikwilhelpen #brussels,3/22/16 16:51,abnormalbay
Brussels Residents Use Hashtag #ikwilhelpen to Offer Help to Those Stranded by Bombing viaäó_ https://t.co/OpO6YSOfnU https://t.co/nLBriLwn3b,3/22/16 16:51,ronald
Trending: Brussels Residents Use Hashtag #ikwilhelpen to Offer Help to Those Stranded by Bäó_ https://t.co/QJeSxHEaIA https://t.co/gSQwk2k75s,3/22/16 16:51,NewsPostNigeria
If you need a lift or a safe place to stay  contact me! I'm at your service #ikwilhelpen #OpenHouse #Brussels #brusselsattack,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
Stranded in BXL?: got place for 4 in appartment close to centre. PM me! #IkWilHelpen ##PorteOuverte #OpenHouse,3/22/16 16:50,TomazsFuchs
New trending story from TIME: Brussels Residents Use Hashtag #ikwilhelpen to Offer Help to Those Stranded by Bombing https://t.co/9mqFOwjzhB,3/22/16 16:50,localservicesus
Anybody stranded in Leuven: I've got a spare mattress and a good sense of humour. #ikwilhelpen,3/22/16 16:50,woutervanacker
Buzzing: Brussels Residents Use Hashtag #ikwilhelpen to Offer Help to Those Stranded by Boäó_ https://t.co/MrhgzmEVx8 https://t.co/D3UocfSb2X,3/22/16 16:49,liptool
vi Brussels Residents Use Hashtag #ikwilhelpen to Offer Help to Those Stranded by Bombing a äó_ https://t.co/Jcbbmm8ck7,3/22/16 16:49,CricLiveHD
"#ikwilhelpen #antwerpen If anybody would be stranded in Antwerp tonight  just PM. I have a double bed available and a great ""fritkot"" nearby",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
Brussels Residents Use Hashtag #ikwilhelpen to Offer Help to Those Stranded by Bombing via https://t.co/MVPfVJzGomäó_ https://t.co/nabPRHO8oj,3/22/16 16:49,rinse_io
Brussels Residents Use Hashtag #ikwilhelpen to Offer Help to Those Stranded by Bombing https://t.co/Jlo6yMia6p,3/22/16 16:49,qmauewwvx
Brussels Residents Use Hashtag #ikwilhelpen to Offer Help to Those Stranded by Bombing viaäó_ https://t.co/pMSURzIbPv https://t.co/sqshlQY3a3,3/22/16 16:49,TheH0MIE
#IkWilHelpen from America #Brussels,3/22/16 16:48,LilNessLim
Brussels Residents Use Hashtag #ikwilhelpen to Offer Help to Those Stranded by Bombing https://t.co/Q0Fi2SjL5W https://t.co/GRP6tUVMvF,3/22/16 16:48,Akshayjoshi87
New trending story from TIME: Brussels Residents Use Hashtag #ikwilhelpen to Offer Help to Those Stranded by Bombing,3/22/16 16:48,felixmatos77
Brussels Residents Use Hashtag #ikwilhelpen to Offer Help to Those Stranded by Bombing viaäó_ https://t.co/qAs3S6M3ud https://t.co/mCsBi8ov4O,3/22/16 16:48,mikemayers100
Brussels Residents Use Hashtag #ikwilhelpen to Offer Help to Those Stranded by Bombing https://t.co/lMy5bHn20C @TIäó_ https://t.co/7WJ6ZHcszU,3/22/16 16:48,AmitKishore
Brussels Residents Use Hashtag #ikwilhelpen to Offer Help to Those Stranded by Bombing https://t.co/wSsvfLebz4 @TIME,3/22/16 16:48,PlusNow_Me
Brussels Residents Use Hashtag #ikwilhelpen to Offer Help to Those Stranded by Bombing Locals offer transportationäó_ https://t.co/CdBjnhH27g,3/22/16 16:47,wegetnews
Brussels Residents Use Hashtag #ikwilhelpen to Offer Help to Those Stranded by Bombing https://t.co/YIZNY1yw0B @TIäó_ https://t.co/0R4idmwaZk,3/22/16 16:47,RajRajeshwar_
Brussels Residents Use Hashtag #ikwilhelpen to Offer Help to Those Stranded by Bombing https://t.co/KKQvMkm3iL @TIME,3/22/16 16:47,StevoCandelaria
New trending story from TIME: Brussels Residents Use Hashtag #ikwilhelpen to Offer Help to Those Stranded by Bombing,3/22/16 16:47,ahsan_sobuj
Brussels Residents Use Hashtag #ikwilhelpen to Offer Help to Those Stranded by Bombing viaäó_ https://t.co/39EiTAelVt https://t.co/gBt466Vcx2,3/22/16 16:47,KingJerry146
#ikwilhelpen Antwerpen up to 4 People can spend a few nights with me. #spendanight,3/22/16 16:47,Nailstabber
Brussels Residents Use Hashtag #ikwilhelpen to Offer Help to Those Stranded by Bombing https://t.co/nQp4Xz14j3 @TIäó_ https://t.co/Kc2Fm4ropU,3/22/16 16:46,_fernando_diaz
Two spots available from metro station De Brouckere in direction Antwerp #ikwilhelpen,3/22/16 16:46,welmoedverhagen
Brussels Residents Use Hashtag #ikwilhelpen to Offer Help to Those Stranded by Bombing viaäó_ https://t.co/QeYlWbE1FJ https://t.co/1lSvXMcheh,3/22/16 16:46,mybigsalami
Brussels Residents Use Hashtag #ikwilhelpen to Offer Help to Those Stranded by Bombing viaäó_... https://t.co/bmXNmSbgV5,3/22/16 16:46,Imthedrugexpert
Every time I check this moment it gets worse... #IkWilHelpen https://t.co/wBhgXCRpdw,3/22/16 16:46,ChrisWestphal
Brussels Residents Use Hashtag #ikwilhelpen to Offer Help to Those Stranded by Bombing https://t.co/3gUObjwG0Q https://t.co/Yc9Nbu5y73,3/22/16 16:05,myMpango
"Looking for accommodation after what happened in Bxl? Come and stay at home  just PM. I have a double bed available and a great ""fritkot"" nearby",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
Hotels in Brussels open doors and let people spend the night for free! #brussels #ikwilhelpen,3/22/16 16:05,TheJoyOfJoy_
Praying äù_ #ikwilhelpen,3/22/16 16:03,Merrg23
Stranded in Amsterdam on your way to Brussels? I can offer space for two people #ikwilhelpen #PorteOuverte,3/22/16 16:03,jiggy_peep
#ikwilhelpen is someone travelling to Leuven from gent. I am at gent St Pieter station. Trains not going,3/22/16 16:03,B_Monowar
For those who are stranded  I can offer several sleeping places  hot food and comfort in the centre of #Antwerp #ikwilhelpen #OpenHouse,1/4/00 0:00,NA
Belgians Are Helping Each Other Using The Hashtag #IkWilHelpen https://t.co/BJ1wqI3DwI via @rose_catb @buzzfeednews #Brussels,3/22/16 16:02,Anandstweets
Belgians offer help on Twitter to those stranded after Brussels attacks using #ikwilhelpen #brusselslift #OpenHouse https://t.co/VvY6ylLwWK,3/22/16 16:02,ItsKaraN007
Anybody needs a car ride from VUB campus to city center or Laeken? 4 Seats left! Lift van Etterbeek nr Laeken? #ikwilhelpen #brusselslift,3/22/16 16:02,Toon
Stuck in Brussels? 4 beds available in Mechelen  we will pick you up. Please RT #OpenHouse #ikwilhelpen,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
Another friend of mine offering to help in #brussels #ikwilhelpen https://t.co/TkCMo649Ar,3/22/16 15:59,Rana_isms
@_MichielVermeir @Piekerniet #BrusselZuid #NMBS #Infrabel #Brussels #ikwilhelpen courage en begrip,3/22/16 15:59,heindprz
@MariosZindilis try to reach @JorisGo or @welmoedverhagen ! #Brussels #Antwerp #ikwilhelpen,3/22/16 15:58,x__Nienke
Super¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_ #ikwilhelpen,3/22/16 15:58,ErbayHassan
Oh god #Brussels #nowords #ikwilhelpen #brusselsattack,3/22/16 15:58,Tnebollen
We can accommodate two people for tonight in Lier! #aanslagenbrussel #ikwilhelpen #OpenHouse,3/22/16 15:57,jippiedee
People unable to leave #Brussels due to today's terrorist attack may use the hashtag #ikwilhelpen to locate assistance &amp; shelter.,3/22/16 15:57,JayRobbie
People in Belgium Are Using #IkWilHelpen to Offer Aid in the Wake of the Brussels Attacks by @msolis14 https://t.co/YnWhSKGelp via @MicNews,3/22/16 15:57,fatijaoui
#ikwilhelpen driving to Paris from Brussels now,3/22/16 15:56,Ronaldwagter
For those stranded in #Brussels  still space available near Grand Place and Central Station. #PorteOuverte #OpenHouse #OpenHuis #IkWilHelpen,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
Belgians offer help on Twitter to those stranded after Brussels attacks using #ikwilhelpen #brusselslift #OpenHouse https://t.co/YikGbqQ1CZ,3/22/16 15:55,dna
#brusselsattack #ikwilhelpen #PrayForBelgium #JeSuisBruxelles #Belgium Embassy in Moscow. Today. https://t.co/voMmf7XpOH,3/22/16 15:55,vinumvalidum
Im w8ing some1 at the Wetteren Shell GasSt. E40  he will be dropped off in 45min to drive with me to Ostend! Still some places! #ikwilhelpen,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>"
to the #belgian followers of my account: please share the tweets i just shared #ikwilhelpen #jesuissickofthisshit,3/22/16 15:53,glutenfreeABC
Zaventem to Antwerp/Breda in 15m  4 places available #ikwilhelpen,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
#ikwilhelpen driving to Paris,3/22/16 15:51,Ronaldwagter
Ride needed from Brussels (from hotel near Grand Place) to Antwerp so I can fly home from Antwerp at 07:00 tomorrow morning. #ikwilhelpen,3/22/16 15:50,MariosZindilis
Loving the support I see coming from the Belgian community right now. I only wish I could do more from here! x #ikwilhelpen,3/22/16 15:50,J_Wall18
if you need a place to stay in #jette You're welcome here ! Nearby Simonis. DM me #ikwilhelpen #jeveuxaider,3/22/16 15:50,ElisaKireeff
#ikwilhelpen #stuckinbrussels 4 free seats direction Germany. Can make detours just not opposite direction. In city center.,3/22/16 15:49,zeevilgermanit
Brussels residents use #ikwilhelpen hashtag to offer help to those stranded by bombing https://t.co/5GaUatYypa via @TIMEWorld,3/22/16 15:48,worldnewsing
Leaving now by car from Montgomery to Halle  still have places in the car. #ikwilhelpen,Leni_Tim,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
We can accommodate two people for tonight in Lier! #aanslagenbrussel #ikwilhelpen,3/22/16 15:47,jippiedee
I think I'm just going to sleep and never going to wake up again. #PrayforBelgium #ikwilhelpen,3/22/16 15:46,XCRAZYcoconutX
Dear Terrorist. . . You Suck Again ! | #Brussels #StandWithBrussels #ikwilhelpen ¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_ #PreyForBrussels https://t.co/LOJT9Dc0MT,3/22/16 15:46,portastylistic
Anyone driving to or near Denmark from Brussels/Leuven? #jeveuxaider #IkWilHelpen,3/22/16 15:46,Janni_GF
We will help with food shelter  clothes... whatever is needed. #ikwilhelpen #Brussels in Ninove,FALSE,7.12E+17
People in Belgium Are Using #IkWilHelpen to Offer Aid in the Wake of the Brussels Attacks by @msolis14 https://t.co/Ve5ixgVShT via @MicNews,3/22/16 15:45,HanaHudak
People in Belgium Are Using #IkWilHelpen to Offer Aid in the Wake of the Brussels Attacks by @msolis14 https://t.co/49lszsUEbj via @MicNews,3/22/16 14:42,joieseeker
Wat doen jullie na het helpen? Respond w/ light. Light a candle for the victims. #ikwilhelpen #RespondWithLight! #RiseAboveFear,3/22/16 14:42,Respond_w_Light
A #Dutch response to the attacks in #Belgium #Brussels https://t.co/64Hn5URMML #IkWilHelpen #porteouverte,3/22/16 14:42,denverstreetcar
People in Belgium Are Using #IkWilHelpen to Offer Aid in the Wake of the Brussels Attacks https://t.co/M8HJaeoHpy,3/22/16 14:41,saulroca
My thoughts go out to the innocent people who have lost their lives today ¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_ #ikwilhelpen,3/22/16 14:40,canttouchdaz
Whoever would need a ride from Montgomery to Halle in the next half hour  I have places left in my car. #IkWilHelpen #brussels,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
Let's pray for Brussels. #IkWilHelpen https://t.co/j5XiBpjiHM,3/22/16 14:40,kevin_simmons
Compassion reigns supreme #ikwilhelpen #jeveuxaider in Brussels,3/22/16 14:40,IFeiras
The hashtag #ikwilhelpen brings a huge lump to my throat and reminds me that there is humanity in the world. #Brussels,3/22/16 14:40,tracymilton
FOLLOW¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_ ¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_@SuhilaBnLachhab ¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_https://t.co/VfAZoxTyQW #SouhilaBenLachhab #brusselsattack #ikwilhelpen¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_ #PrayForBelgium¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_ #PorteOuverte,3/22/16 14:39,AsilMeriem
Stuck in BXL? I can host one person in Saint-Gilles #OpenHouse #PorteOuverte #ikwilhelpen,3/22/16 14:39,JuanaJoven
Double bed available tonight in Ghent in case you (1 person or couple) are stuck and need a bed #ikwilhelpen #openhouse #porteouverte,3/22/16 14:38,matuvu
If you're in need of a place to stay for the night  let me know. #ikwilhelpen Area of CimetiíÂre d'Ixelles.,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
Touched by the #ikwilhelpen #iwannahelp action on twitter ... the Belgians rock... Lots of respect to you all...,3/22/16 14:37,Hellas40
My offer remains: still place available for people blocked in #Brussels #OpenHouse #PorteOuverte #ikwilhelpen,3/22/16 14:37,VINCEBULTE
New justen Bieber Amazing song @Ihab_Amir ¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_ ¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_https://t.co/18vt36o2Wo #Brussel¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_ #Hoofddorp¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_ #Sanoma¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_ #ikwilhelpen¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_ #tsc16¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_ #Tihange¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_,3/22/16 14:37,sk_ayat
#ikwilhelpen is the message we need to send and promote. https://t.co/zj5pUIxs3C,3/22/16 14:36,jillithd
#brusselslift #ikwilhelpen anybody around place jourdan going to schaerbeek?,3/22/16 14:36,Claueoros
"Social media is proving valuable in #brusselsattack. People using hashtag ""#ikwilhelpen"" to offer places to stay. https://t.co/ZiwJkGxD7D",3/22/16 14:35,jodyserrano
My heart goes out to Belgium. Praying. #IkWilHelpen,3/22/16 14:34,samscho
My heart and prayers are extended to #Brussels #IkWilHelpen this is heartbreaking to hear #StandWithBrussels #StandInHarmony,3/22/16 14:34,TashaunaLee
Stuck in #zaventem or #brussels after the #brusselsattack? We gladly host you in #leuven tonight #openhouse #PortesOuvertes #ikwilhelpen,3/22/16 14:34,txtokris
Stuck in Brussels? Use #Waze to drive! Use Telenet hotspots (free!) for internet! #ikwilhelpen #BrusselsAttacks #WeAreBELGIUM,3/22/16 14:34,MrWoDaN
For those stranded in #Brussels I can host 2 people near Botanique #ikwilhelpen,1/4/00 0:00,NA
I'm leaving for Antwerp from Evere (near Zaventem) as from 16h00. Still 3 seats available #ikwilhelpen,3/22/16 14:31,JayDee3121
Turning thoughts &amp; prayers into action¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_ #ikwilhelpen #Brussels Amazing to see ppl cmg together to help each other https://t.co/unsCBWyy4W,3/22/16 14:31,anitbh
Brussels attack: Belgians use #ikwilhelpen hashtag to offer transport and accommodation to stranded https://t.co/UCbWtcnbRz,3/22/16 14:30,blfrnk
NEED A RIDE: from #Brussels to #Charleroi #airport #brusselslift #carpool #covoiturage #IkWilHelpen,3/22/16 14:30,ralucadragos3
My Country is under attack! :'( Lets reunite and fight against all kinds of terrorism. #Brussels #zaventem #stopterrorism #ikwilhelpen,3/22/16 14:30,K_El_Ch
RIDE OFFER: #Zaventem / #Dieghem -&gt; #Montgomery / #Merode around 5-6PM #brusselslift #ikwilhelpen #covoiturage #brusselsattack #PorteOuverte,3/22/16 14:29,JebCalloud
Follow #brusselslift #PorteOuverte #OpenHouse #ikwilhelpen and #jeveuxaider if you need lift or shelter.,3/22/16 14:29,rbc_bhg
Anyone close to Brussels Airport that needs help? Place available as of 9pm #ikwilhelpen #openhouse,3/22/16 14:29,VGeyssens
Stuck in Brugge? DM me! #ikwilhelpen #PorteOuverte,3/22/16 14:29,ShakalakaPeter
Anyone in Brussles right now use #Ikwilhelpen #jeveuxaider to give or look for transport in the city. Thinking of everyone right now x,3/22/16 14:29,BekasaurusBex
Observe the #ikwilhelpen trend and tell me that all is lost. Humanity 1-0 Ignorant Hate. #Belgium,3/22/16 14:29,steve_mcgrath
Spread the word ! People in Belgium are using #IkWilHelpen to offer aid in the wake of #Brussels attacks https://t.co/LtMVZtWnN3,3/22/16 14:29,DJ_Xnames
Stuck in Brussels by the tragedy? Im not going  have my prepaid hotel room for the next 2 nights 9 KM from BRU. #ikwilhelpen #iwanttohelp DM,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
äóìThereäó»s no regifting the present.äóù Robin Glasser äÖƒTHE BRAIN EXCHANGEäÖƒhttps://t.co/rI0K5iBDBv #ikwilhelpen #IndieBooksBeSeen #thriller #RT,3/22/16 14:28,RobinGlasser1
People in Belgium Are Using #IkWilHelpen to Offer Aid in the Wake of the Brussels Attacks by @msolis14 https://t.co/m7kugukU6J via @MicNews,3/22/16 14:28,Lauren_Reese
No more. It's time for peace to conquer war and love to overcome hate #ikwilhelpen #prayersforBrussels #prayforpeace,3/22/16 14:17,CaitlinGuthoff
Stuck in Brussels? I have a room with double bed food  wifi close to centre (Ninoofse Poort) #ikwilhelpen #openhouse,1/13/00 0:00,NA
Belgians Are Helping Each Other Using The Hashtag #IkWilHelpen https://t.co/9o7mSexEHx via @@rose_catb @buzzfeednews,3/22/16 14:16,salippo
For people in/around #Brussels #Bruxelles you can use #Ikwilhelpen &amp; #jeveuxaider to give or look for transport in the city.,3/22/16 14:15,kurdishstruggle
The hashtag #ikwilhelpen I 110% support! Sadly I'm in the UK otherwise I'd offer any help I could,3/22/16 14:15,Skatronixxx
Traveling in #Brussels &amp; need assistance? Locals are offering generous help. Connect online using #OpenHouse and #IkWilHelpen. #Belgium,3/22/16 14:14,turnipseeds
For help in #Brussels: Embassy phone numbers attached or search #IkWilHelpen for locals offering support &amp; accom https://t.co/2DvHv9Hk6W,3/22/16 14:14,omghotels
People who are stranded in Leuven tonight  feel free to send me a message if you need a place to stay. #ikwilhelpen #brussels,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
Please reach out to me if you need a place to stay. #ikwilhelpen #Brussels,3/22/16 14:14,jimmybelll
We have sleeping space for 2 people in Erps-Kwerps  near Brussels Airport. We can pick you up! #OpenHouse #ikwilhelpen #brusselsairport,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
room for at least 2 people to stay overnight in #Leuven for those who can't get home. Send DM. #ikwilhelpen #iwanttohelp #brusselsattack,3/22/16 14:13,DavidVanAcker
3 seats available in my car if anyone needs help getting home #ikwilhelpen,3/22/16 14:12,Lindita1607
If you need a lift from BXL (King Baudouin Stadium/Vilvoorde/...) to Antwerp (or around Antwerp): leaving in half an hour! #ikwilhelpen,3/22/16 14:12,frederik_braem
Are you in #Brussels and have taken in a stranger? I'm seeking people to interview. Please stay safe. #OpenHouse #PorteOuverte #ikwilhelpen,3/22/16 14:11,dhrutishah
#ikwilhelpen place to sleep eat ... Steenokkerzeel,1/0/00 0:00,NA
If anyone could use a place to sleep tonight in @stadleuven  feel free to contact me! #ikwilhelpen,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
#ikwilhelpen #jeveuxaider Leaving Ans now towards Brussels (Kraainem) - call me if you need a lift (0491 15 36 37),3/22/16 14:11,DekeHikari
#ikwilhelpen #leuven #brusselsattack There will be places to sleep in Leuven if needed.,3/22/16 14:10,Sellativ
I need a lift. Anyone driving from #Ninove to #Brussels this afternoon? #brusselslift #ikwilhelpen,3/22/16 14:10,gabrielestatica
Belgians ¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_ are tweeting about helping each other on the hashtags #ikwilhelpen #OpenHouse ¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_ #Brussels #Bruxelles,3/22/16 14:10,goKicker
my thoughts and prayers go out to everyone in Brussels this morning. #ikwilhelpen,3/22/16 14:09,kaylaann718
Belgians Are Helping Each Other Using The Hashtag #IkWilHelpen https://t.co/tTY3JyXeyn via @rose_catb @buzzfeednews,3/22/16 14:09,MackenzieKeiser
#ikwilhelpen all the available space in my car is spoken for... good luck to all!,3/22/16 14:09,Axl_
Leaving from Zaventem to Antwerp at 15h30 I have 4 seats available #brusselsathome #ikwilhelpen,3/22/16 14:08,francisdefauw
If only other countries would take my blood donation #ikwilhelpen,3/22/16 14:08,knightoftheland
If you are stranded in #Leuven? and need a place to stay? we have 1 spare room. #ikwilhelpen,3/22/16 14:06,Gigivdv
#ikwilhelpen use this hashtag if you can help other people in the zone!!! #BrusselsAttacks,3/22/16 14:06,MallauMaris
People are using the #ikwilhelpen hashtag to offer lifts out of the city  spare rooms and other assistance. https://t.co/QVdEH1WXFQ,NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>"
stranded in leuven ? don't hesitate to reach out  we have place for 2 people @country side #ikwilhelpen #brusselsexplosion,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>"
#ikwilhelpen is an amazing example of spontaneous order coming out of disaster. If you're in Belgium and can help please use this HT.,3/22/16 14:06,CatlinNya
Space for 4 people #leuven #ikwilhelpen close to station Leuven äì_¥Ÿèäù_¥Ÿè¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_,3/22/16 14:05,EvaJuchtmans
#OpenHouse #PorteOuverte #ikwilhelpen #Brussels People across #Belgium are offering to open their doors to help... https://t.co/KsRgo13f0a,3/22/16 14:03,EUMUNDI4562
Use #Brusselslift and #ikwilhelpen if you need a ride or a place to stay #Brussels #Belgium Remember,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"
Leaving Brussels Evere at 17h today - going direction Grimbergen/Wemmel/Asse - space for 4 in car #brusselsattack #ikwilhelpen,3/22/16 14:02,multard
Looking for a lift from Leuven to Brussels round 5pm. Can #ikwilhelpen help me?,3/22/16 14:02,chirou321
I have 4 places to sleep  including transport from and to Brussels / Zaventem. #ikwilhelpen,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"
Thoughts and prayers with Brussels #IkWilHelpen https://t.co/QDUj71RnTy,3/22/16 14:02,AliG
Great to see people of Belgium helping those stuck there with transport &amp; accommodation ¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_¥Ë_ Just use #ikwilhelpen for more #PrayForBelgium,3/22/16 14:01,soedadny
#belgian population offering transport and places to stay overnight to stranded foreigners via #ikwilhelpen #brusselsattacks,3/22/16 14:00,cemacorg
